Point6
3
Cr2p
1
606.8767,1981.0000
606.7517,1984.7143
606.6267,1982.3294
606.5017,1983.7182
606.3767,1978.4285
606.2517,1972.0714
606.1267,1970.4960
606.0017,1966.3254
605.8767,1963.2421
605.7517,1970.4841
605.6267,1968.5873
605.5017,1967.2381
605.3767,1971.5516
605.2517,1971.9682
605.1267,1972.2936
605.0017,1980.5119
604.8767,1978.3571
604.7517,1975.7817
604.6267,1982.2262
604.5017,1977.8611
604.3767,1981.4326
604.2517,1987.0516
604.1267,1986.6944
604.0017,1986.7222
603.8767,1990.7936
603.7517,1988.8968
603.6267,1980.2341
603.5017,1976.3215
603.3767,1971.2739
603.2517,1966.1151
603.1267,1963.6627
603.0017,1965.1111
602.8767,1962.2024
602.7517,1968.5794
602.6267,1976.4009
602.5017,1976.5278
602.3767,1969.8849
602.2517,1973.2817
602.1267,1968.5396
602.0017,1965.1031
601.8767,1967.6905
601.7517,1969.7063
601.6267,1963.1706
601.5017,1964.0198
601.3767,1963.9325
601.2517,1961.8294
601.1267,1965.9127
601.0017,1971.9167
600.8767,1964.3492
600.7517,1960.2143
600.6267,1957.4603
600.5017,1959.9722
600.3767,1964.0675
600.2517,1965.9921
600.1267,1957.4286
600.0017,1959.4326
599.8767,1947.2183
599.7517,1955.9802
599.6267,1962.3532
599.5017,1968.3691
599.3767,1972.2579
599.2517,1975.2579
599.1267,1967.9920
599.0017,1968.9603
598.8767,1969.5714
598.7517,1973.1865
598.6267,1974.2063
598.5017,1969.3214
598.3767,1971.8730
598.2517,1974.9643
598.1267,1972.8572
598.0017,1976.6191
597.8767,1977.8929
597.7517,1986.3770
597.6267,1990.4842
597.5017,1989.7262
597.3767,1982.1270
597.2517,1964.0477
597.1267,1959.2461
597.0017,1958.4802
596.8767,1954.7262
596.7517,1956.2381
596.6267,1959.0278
596.5017,1950.0079
596.3767,1961.5516
596.2517,1964.1865
596.1267,1968.0119
596.0017,1975.3293
595.8767,1974.6031
595.7517,1962.4921
595.6267,1958.4286
595.5017,1948.5714
595.3767,1947.1746
595.2517,1950.9524
595.1267,1948.9405
595.0017,1945.7063
594.8767,1942.1944
594.7517,1939.2500
594.6267,1941.3333
594.5017,1939.9285
594.3767,1944.1547
594.2517,1949.4524
594.1267,1950.2857
594.0017,1950.3452
593.8767,1954.2896
593.7517,1948.0833
593.6267,1948.4047
593.5017,1940.0317
593.3767,1936.0555
593.2517,1934.8889
593.1267,1943.4246
593.0017,1943.1786
592.8767,1942.6230
592.7517,1931.5040
592.6267,1927.3294
592.5017,1928.4405
592.3767,1940.7381
592.2517,1941.2738
592.1267,1950.4564
592.0017,1955.1151
591.8767,1956.8135
591.7517,1952.0396
591.6267,1949.4682
591.5017,1941.1072
591.3767,1946.5199
591.2517,1955.2778
591.1267,1953.4325
591.0017,1945.5159
590.8767,1941.6746
590.7517,1949.1151
590.6267,1948.3889
590.5017,1949.3373
590.3767,1950.5079
590.2517,1952.6785
590.1267,1957.4524
590.0017,1965.5198
589.8767,1956.1667
589.7517,1961.3294
589.6267,1971.7659
589.5017,1975.3492
589.3767,1976.0516
589.2517,1973.4603
589.1267,1968.7460
589.0017,1978.1191
588.8767,1985.5437
588.7517,1987.1270
588.6267,1995.8849
588.5017,2000.6230
588.3767,2000.7500
588.2517,1998.7540
588.1267,1998.8691
588.0017,2003.4484
587.8767,2010.2262
587.7517,2020.1627
587.6267,2028.4286
587.5017,2032.4445
587.3767,2036.4445
587.2517,2044.8572
587.1267,2041.0675
587.0017,2038.6231
586.8767,2047.9961
586.7517,2049.4881
586.6267,2056.7064
586.5017,2063.6826
586.3767,2064.9525
586.2517,2052.1866
586.1267,2040.8096
586.0017,2020.6984
585.8767,2012.8889
585.7517,2025.5119
585.6267,2034.8333
585.5017,2027.2698
