Point6
3
C1s
1
297.8767,1203.3333
297.7517,1189.3650
297.6267,1134.0476
297.5017,1110.8730
297.3767,1108.5714
297.2517,1073.9682
297.1267,1093.8095
297.0017,1098.1746
296.8767,1098.8095
296.7517,1093.4921
296.6267,1098.1746
296.5017,1077.2222
296.3767,1095.6349
296.2517,1104.2857
296.1267,1127.0634
296.0017,1127.4603
295.8767,1169.0475
295.7517,1173.4920
295.6267,1210.3174
295.5017,1212.2222
295.3767,1212.5396
295.2517,1210.5555
295.1267,1238.9682
295.0017,1249.9999
294.8767,1298.1746
294.7517,1362.0635
294.6267,1456.4285
294.5017,1542.9364
294.3767,1638.4920
294.2517,1702.6190
294.1267,1739.8412
294.0017,1845.8729
293.8767,1950.3174
293.7517,2089.6824
293.6267,2292.3015
293.5017,2475.5555
293.3767,2649.0476
293.2517,2907.7777
293.1267,3141.6666
293.0017,3472.4602
292.8767,3878.9681
292.7517,4325.3967
292.6267,4881.9839
292.5017,5537.7775
292.3767,6228.0949
292.2517,6955.3964
292.1267,7732.0631
292.0017,8503.5712
291.8767,9173.1744
291.7517,9683.5711
291.6267,9989.2058
291.5017,9972.6977
291.3767,9657.8566
291.2517,9126.1901
291.1267,8380.9521
291.0017,7483.4917
290.8767,6517.6980
290.7517,5562.4599
290.6267,4663.1744
290.5017,3936.1110
290.3767,3361.0317
290.2517,2917.7778
290.1267,2583.8889
290.0017,2386.1904
289.8767,2256.9047
289.7517,2207.6189
289.6267,2100.7935
289.5017,2090.3968
289.3767,2092.5396
289.2517,2099.7619
289.1267,2089.5238
289.0017,2101.1904
288.8767,2051.5872
288.7517,2035.7142
288.6267,2003.0158
288.5017,1948.4920
288.3767,1886.9046
288.2517,1849.6824
288.1267,1807.1428
288.0017,1796.2697
287.8767,1775.7936
287.7517,1756.3491
287.6267,1730.4761
287.5017,1722.2221
287.3767,1716.2698
287.2517,1727.4602
287.1267,1758.6507
287.0017,1796.1110
286.8767,1794.6031
286.7517,1778.2539
286.6267,1763.8094
286.5017,1749.2856
286.3767,1792.2221
286.2517,1805.6348
286.1267,1783.0951
286.0017,1774.6825
285.8767,1790.4761
285.7517,1828.5713
285.6267,1928.8094
285.5017,2001.3491
285.3767,2050.3967
285.2517,2149.9206
285.1267,2245.3967
285.0017,2350.0792
284.8767,2469.1269
284.7517,2473.5713
284.6267,2456.5078
284.5017,2387.4603
284.3767,2305.3174
284.2517,2220.6349
284.1267,2119.0475
284.0017,1978.4126
283.8767,1848.1745
283.7517,1681.1904
283.6267,1558.8888
283.5017,1421.4285
283.3767,1296.9841
283.2517,1208.1745
283.1267,1108.9682
283.0017,1054.6825
282.8767,1028.9682
282.7517,998.2539
282.6267,980.2381
282.5017,970.7936
282.3767,957.3809
282.2517,941.5079
282.1267,937.0634
282.0017,934.3650
281.8767,922.6984
281.7517,920.9523
281.6267,927.0634
281.5017,936.4285
281.3767,926.9841
281.2517,931.1904
281.1267,919.7619
281.0017,923.6508
280.8767,928.2539
280.7517,941.7460
280.6267,927.7777
280.5017,922.4603
280.3767,924.4444
280.2517,922.5396
280.1267,924.4444
280.0017,928.2539
279.8767,928.8095
279.7517,927.8571
279.6267,940.7936
279.5017,930.7936
279.3767,933.7301
279.2517,941.9841
279.1267,922.8571
279.0017,885.4761
278.8767,898.7301
278.7517,904.1270
278.6267,923.8889
278.5017,932.0635
278.3767,931.3492
278.2517,902.6190
278.1267,908.0952
278.0017,899.7619
277.8767,863.3333

