Point6
3
O1s
1
544.8767,1758.8889
544.7517,1755.3175
544.6267,1757.6455
544.5017,1742.9894
544.3767,1754.9471
544.2517,1742.6455
544.1267,1723.4921
544.0017,1724.9207
543.8767,1734.6826
543.7517,1723.9948
543.6267,1735.1323
543.5017,1706.6667
543.3767,1696.1641
543.2517,1708.5450
543.1267,1732.1164
543.0017,1727.1429
542.8767,1728.6773
542.7517,1705.3175
542.6267,1701.2963
542.5017,1709.2593
542.3767,1705.9524
542.2517,1702.3810
542.1267,1711.9048
542.0017,1689.9736
541.8767,1665.7937
541.7517,1659.6561
541.6267,1660.7143
541.5017,1681.7461
541.3767,1680.4233
541.2517,1682.0106
541.1267,1666.3757
541.0017,1671.7990
540.8767,1680.1588
540.7517,1675.8995
540.6267,1651.2699
540.5017,1646.7461
540.3767,1623.7302
540.2517,1632.1429
540.1267,1639.8677
540.0017,1650.1852
539.8767,1662.1429
539.7517,1662.2752
539.6267,1649.6561
539.5017,1648.1482
539.3767,1652.4868
539.2517,1667.8308
539.1267,1670.0530
539.0017,1659.8678
538.8767,1636.1376
538.7517,1614.6296
538.6267,1612.6191
538.5017,1627.0371
538.3767,1641.1376
538.2517,1651.2963
538.1267,1637.9630
538.0017,1644.3915
537.8767,1661.7196
537.7517,1659.6825
537.6267,1653.7037
537.5017,1661.4286
537.3767,1635.2646
537.2517,1633.1217
537.1267,1651.6932
537.0017,1653.8360
536.8767,1657.1694
536.7517,1679.3387
536.6267,1661.4286
536.5017,1657.3016
536.3767,1657.6455
536.2517,1653.0424
536.1267,1636.8255
536.0017,1649.4974
535.8767,1648.0423
535.7517,1660.3968
535.6267,1686.1111
535.5017,1682.4074
535.3767,1682.9630
535.2517,1706.7461
535.1267,1703.5450
535.0017,1709.0477
534.8767,1735.5821
534.7517,1730.3440
534.6267,1723.6508
534.5017,1736.2964
534.3767,1741.9048
534.2517,1759.6297
534.1267,1787.0900
534.0017,1797.5397
533.8767,1799.1799
533.7517,1820.0530
533.6267,1836.9313
533.5017,1869.0742
533.3767,1891.7725
533.2517,1905.5821
533.1267,1913.8890
533.0017,1943.2276
532.8767,1972.3281
532.7517,2024.3123
532.6267,2074.1007
532.5017,2114.9737
532.3767,2172.3281
532.2517,2228.5714
532.1267,2305.9524
532.0017,2376.7460
531.8767,2467.3810
531.7517,2567.1694
531.6267,2679.5239
531.5017,2746.8784
531.3767,2824.4181
531.2517,2868.6509
531.1267,2935.0266
531.0017,3008.7567
530.8767,3087.1694
530.7517,3174.3122
530.6267,3272.1430
530.5017,3358.3070
530.3767,3429.1270
530.2517,3452.3281
530.1267,3426.2170
530.0017,3375.8996
529.8767,3268.2541
529.7517,3123.1483
529.6267,2928.2011
529.5017,2720.5821
529.3767,2495.5821
529.2517,2298.9419
529.1267,2110.1324
529.0017,1958.8890
528.8767,1840.7673
528.7517,1767.2223
528.6267,1717.3017
528.5017,1672.1694
528.3767,1624.5239
528.2517,1588.8625
528.1267,1568.3598
528.0017,1550.3175
527.8767,1557.0106
527.7517,1558.8889
527.6267,1557.8836
527.5017,1562.1164
527.3767,1541.0847
527.2517,1517.8043
527.1267,1521.4286
527.0017,1518.0953
526.8767,1518.5715
526.7517,1528.0688
526.6267,1523.2011
526.5017,1537.4074
526.3767,1554.7619
526.2517,1564.3651
526.1267,1553.2804
526.0017,1537.2487
525.8767,1527.9101
525.7517,1532.4075
525.6267,1522.8836
525.5017,1527.6191
525.3767,1510.1323
525.2517,1518.8360
525.1267,1530.9789
525.0017,1505.3175
524.8767,1466.1112

