Mass-to-Charge-State Ratio (Da),Uncorrected Count,Corrected Count,Background Estimate
534.5600000000001,0.0,-1.137538513155222,1.1375587303047117
534.58,0.0,-1.1375172305727579,1.1375374477222473
534.6,0.0,-1.137495955440874,1.1375161688650732
534.62,0.0,-1.1374746803089897,1.1374948900078992
534.64,0.0,-1.137453405177106,1.1374736186013052
534.66,0.0,-1.1374321300452217,1.1374523397441312
534.6800000000001,0.0,-1.1374108549133377,1.137431064612247
534.7,0.0,-1.1373895872320339,1.1374097932056533
534.72,0.0,-1.1373683158254402,1.1373885217990591
534.74,0.0,-1.1373470444188463,1.1373672541177555
534.76,0.0,-1.1373257730122524,1.1373459789858715
534.78,0.0,-1.1373045127815289,1.1373247113045677
534.8,0.0,-1.137283245100225,1.1373034510738442
534.82,0.0,-1.1372619774189214,1.1372821796672503
534.84,0.0,-1.1372407171881977,1.1372609157112366
534.86,0.0,-1.1372194532321842,1.137239651755223
534.88,0.0,-1.1371981930014607,1.1372183915244993
534.9,0.0,-1.1371769327707368,1.1371971312937759
534.92,0.0,-1.1371556725400136,1.137175867337762
534.94,0.0,-1.13713441975987,1.1371546108323287
534.96,0.0,-1.1371131595291466,1.1371333580521856
534.98,0.0,-1.1370919030237132,1.1371120940961719
535.0,0.0,-1.13707065024357,1.1370908413160288
535.02,0.0,-1.1370494011887167,1.1370695885358852
535.04,0.0,-1.1370281484085736,1.1370483394810322
535.0600000000001,0.0,-1.1370068956284303,1.1370270829755986
535.08,0.0,-1.136985646573577,1.1370058339207454
535.1,0.0,-1.136964397518724,1.1369845848658924
535.12,0.0,-1.136943155914451,1.1369633358110396
535.14,0.0,-1.1369219068595982,1.1369420942067665
535.16,0.0,-1.1369006652553253,1.1369208451519135
535.1800000000001,0.0,-1.1368794199257621,1.1368995998223506
535.2,0.0,-1.1368581783214893,1.1368783582180775
535.22,0.0,-1.136836932991926,1.1368571166138044
535.24,0.0,-1.1368156988382334,1.1368358712842415
535.26,0.0,-1.136794464684541,1.1368146371305488
535.28,0.0,-1.136773230530848,1.136793402976856
535.3,0.0,-1.1367519777507047,1.1367721688231633
535.32,0.0,-1.1367307435970122,1.1367509160430203
535.34,0.0,-1.1367095094433195,1.1367296818893278
535.36,0.0,-1.1366882901907875,1.1367084477356348
535.38,0.0,-1.136667059762385,1.1366872284831029
535.4,0.0,-1.136645825608692,1.1366659980547003
535.42,0.0,-1.1366245914549993,1.1366447639010075
535.44,0.0,-1.136603368477177,1.1366235297473148
535.46,0.0,-1.1365821417740647,1.1366023067694924
535.48,0.0,-1.136560911345662,1.13658108006638
535.5,0.0,-1.13653969209313,1.136559853363268
535.52,0.0,-1.136518469115308,1.1365386303854457
535.54,0.0,-1.1364972461374856,1.1365174074076232
535.5600000000001,0.0,-1.1364760268849532,1.136496184429801
535.58,0.0,-1.136454807632421,1.1364749651772685
535.6,0.0,-1.1364335883798886,1.1364537459247364
535.62,0.0,-1.1364123728526467,1.1364325303974943
535.64,0.0,-1.136391157325405,1.1364113111449623
535.66,0.0,-1.1363699417981628,1.1363900956177204
535.6800000000001,0.0,-1.1363487262709207,1.136368880090478
535.7,0.0,-1.1363275144689686,1.136347668288526
