station:,LASCON_PC_local
process:,12222
workpiece code:,-
date:,11.10.2021
start:,10:08:43
duration:,56.271 s
PI:,456.53 %s
scriptno.:,-
error:,-

time,ATemp,STemp,CtrlOut,CtrlNr
16.300000,416.1,415.0,8.2,1
16.320000,415.2,415.0,8.3,1
16.340000,415.9,415.0,7.9,1
16.360000,412.5,415.0,8.2,1
16.380000,413.9,415.0,8.1,1
16.400000,416.4,415.0,8.3,1
16.420000,416.6,415.0,8.1,1
16.440000,414.8,415.0,8.0,1
16.460000,417.0,415.0,8.3,1
16.480000,414.3,415.0,8.3,1
16.500000,416.9,415.0,8.4,1
16.520000,414.7,415.0,8.3,1
16.540000,414.9,415.0,7.9,1
16.560000,414.9,415.0,8.3,1
16.580000,415.7,415.0,8.2,1
16.600000,416.5,415.0,8.2,1
16.620000,414.4,415.0,8.3,1
16.640000,414.4,415.0,8.3,1
16.660000,414.5,415.0,8.1,1
16.680000,412.4,415.0,8.2,1
16.700000,416.0,415.0,8.2,1
16.720000,415.9,415.0,8.4,1
16.740000,416.7,415.0,8.1,1
16.760000,415.1,415.0,8.3,1
16.780000,414.7,415.0,8.2,1
16.800000,412.9,415.0,8.3,1
16.820000,416.1,415.0,8.4,1
16.840000,415.2,415.0,8.1,1
16.860000,412.9,415.0,8.5,1
16.880000,414.5,415.0,8.3,1
16.900000,418.0,415.0,7.9,1
16.920000,412.9,415.0,8.3,1
16.940000,415.0,415.0,8.4,1
16.960000,416.6,415.0,8.3,1
16.980000,415.0,415.0,8.2,1
17.000000,414.9,415.0,8.2,1
17.020000,414.0,415.0,8.1,1
17.040000,416.8,415.0,7.9,1
17.060000,414.6,415.0,8.3,1
17.080000,415.6,415.0,8.4,1
17.100000,414.6,415.0,8.3,1
17.120000,413.4,415.0,8.4,1
17.140000,414.3,415.0,7.9,1
17.160000,414.1,415.0,8.1,1
17.180000,413.7,415.0,8.3,1
17.200000,415.2,415.0,8.0,1
17.220000,413.9,415.0,8.2,1
17.240000,415.5,415.0,8.3,1
17.260000,417.6,415.0,8.3,1
17.280000,414.6,415.0,8.3,1
17.300000,415.6,415.0,8.2,1
17.320000,417.0,415.0,8.3,1
17.340000,413.0,415.0,7.9,1
17.360000,414.5,415.0,8.5,1
17.380000,415.1,415.0,8.1,1
17.400000,413.0,415.0,8.3,1
17.420000,414.3,415.0,8.7,1
17.440000,415.7,415.0,8.0,1
17.460000,413.8,415.0,8.1,1
17.480000,414.1,415.0,8.1,1
17.500000,417.4,415.0,8.2,1
17.520000,415.4,415.0,8.4,1
17.540000,413.7,415.0,8.2,1
17.560000,414.0,415.0,8.4,1
17.580000,416.4,415.0,8.0,1
17.600000,414.2,415.0,8.2,1
17.620000,415.7,415.0,8.1,1
17.640000,414.4,415.0,8.2,1
17.660000,416.2,415.0,8.8,1
17.680000,415.2,415.0,8.1,1
17.700000,415.7,415.0,8.0,1
17.720000,415.5,415.0,8.4,1
17.740000,413.7,415.0,8.2,1
17.760000,415.7,415.0,8.2,1
17.780000,416.5,415.0,8.0,1
17.800000,415.8,415.0,8.1,1
17.820000,414.0,415.0,8.5,1
17.840000,415.5,415.0,8.2,1
17.860000,417.8,415.0,8.3,1
17.880000,413.8,415.0,8.0,1
17.900000,416.9,415.0,8.1,1
17.920000,417.6,415.0,8.2,1
17.940000,413.4,415.0,8.1,1
17.960000,416.2,415.0,8.2,1
17.980000,413.7,415.0,8.0,1
18.000000,418.2,415.0,8.1,1
18.020000,411.7,415.0,8.3,1
18.040000,415.9,415.0,8.3,1
18.060000,416.3,415.0,8.4,1
18.080000,415.0,415.0,8.2,1
18.100000,416.0,415.0,8.2,1
18.120000,415.8,415.0,8.3,1
18.140000,415.5,415.0,8.0,1
18.160000,415.7,415.0,8.4,1
18.180000,417.4,415.0,8.2,1
18.200000,414.2,415.0,8.2,1
18.220000,412.9,415.0,8.5,1
18.240000,414.6,415.0,8.2,1
18.260000,413.3,415.0,8.2,1
18.280000,413.8,415.0,7.9,1
18.300000,414.3,415.0,8.3,1
18.320000,415.8,415.0,8.4,1
18.340000,416.6,415.0,8.1,1
18.360000,414.9,415.0,8.1,1
18.380000,413.7,415.0,8.1,1
18.400000,414.9,415.0,8.3,1
18.420000,414.9,415.0,8.2,1
18.440000,413.9,415.0,8.1,1
18.460000,414.4,415.0,8.6,1
18.480000,414.3,415.0,8.3,1
18.500000,415.7,415.0,8.2,1
18.520000,413.8,415.0,8.1,1
18.540000,415.1,415.0,8.3,1
18.560000,414.2,415.0,8.5,1
18.580000,414.0,415.0,8.2,1
18.600000,417.5,415.0,8.0,1
18.620000,416.0,415.0,8.2,1
18.640000,415.6,415.0,8.1,1
18.660000,415.6,415.0,8.5,1
18.680000,414.3,415.0,8.1,1
18.700000,413.1,415.0,7.9,1
18.720000,415.0,415.0,8.4,1
18.740000,415.7,415.0,7.9,1
18.760000,414.6,415.0,8.3,1
18.780000,412.9,415.0,8.4,1
18.800000,414.8,415.0,8.1,1
18.820000,414.4,415.0,8.1,1
18.840000,415.7,415.0,8.2,1
18.860000,415.0,415.0,8.3,1
18.880000,414.6,415.0,8.1,1
18.900000,414.5,415.0,8.1,1
18.920000,416.4,415.0,8.0,1
18.940000,415.2,415.0,7.9,1
18.960000,414.2,415.0,8.4,1
18.980000,414.8,415.0,8.2,1
19.000000,415.5,415.0,7.8,1
19.020000,415.2,415.0,8.3,1
19.040000,415.3,415.0,8.3,1
19.060000,416.7,415.0,8.5,1
19.080000,414.3,415.0,8.0,1
19.100000,415.7,415.0,8.0,1
19.120000,415.2,415.0,8.2,1
19.140000,414.4,415.0,8.2,1
19.160000,414.4,415.0,8.5,1
19.180000,416.9,415.0,8.1,1
19.200000,415.7,415.0,8.2,1
19.220000,414.4,415.0,8.2,1
19.240000,414.4,415.0,8.2,1
19.260000,416.0,415.0,8.0,1
19.280000,414.8,415.0,7.9,1
19.300000,415.4,415.0,8.3,1
19.320000,414.8,415.0,8.3,1
19.340000,415.1,415.0,8.1,1
19.360000,416.4,415.0,8.4,1
19.380000,414.9,415.0,8.1,1
19.400000,415.6,415.0,8.3,1
19.420000,415.7,415.0,8.4,1
19.440000,415.8,415.0,7.8,1
19.460000,413.1,415.0,8.3,1
19.480000,412.8,415.0,8.4,1
19.500000,415.5,415.0,8.2,1
19.520000,415.7,415.0,8.2,1
19.540000,414.9,415.0,8.1,1
19.560000,415.3,415.0,8.1,1
19.580000,415.6,415.0,8.0,1
19.600000,415.4,415.0,8.4,1
19.620000,415.9,415.0,8.1,1
19.640000,412.4,415.0,8.1,1
19.660000,416.0,415.0,8.3,1
19.680000,414.2,415.0,8.0,1
19.700000,415.2,415.0,8.2,1
19.720000,416.0,415.0,8.2,1
19.740000,412.9,415.0,8.1,1
19.760000,415.1,415.0,8.5,1
19.780000,417.8,415.0,8.2,1
19.799999,412.3,415.0,8.2,1
19.819999,416.6,415.0,8.2,1
19.839999,417.5,415.0,7.8,1
19.859999,413.4,415.0,8.2,1
19.879999,411.6,415.0,8.4,1
19.899999,413.7,415.0,8.3,1
19.919999,414.6,415.0,8.3,1
19.939999,416.4,415.0,7.8,1
19.959999,413.6,415.0,8.1,1
19.979999,414.6,415.0,8.3,1
19.999999,416.0,415.0,8.1,1
20.019999,415.1,415.0,8.0,1
20.039999,414.6,415.0,7.9,1
20.059999,417.1,415.0,8.6,1
20.079999,416.4,415.0,8.1,1
20.099999,417.3,415.0,7.9,1
20.119999,416.9,415.0,8.0,1
20.139999,414.7,415.0,8.4,1
20.159999,413.8,415.0,8.3,1
20.179999,414.9,415.0,7.9,1
20.199999,414.5,415.0,8.1,1
20.219999,414.3,415.0,8.2,1
20.239999,416.0,415.0,8.0,1
20.259999,414.3,415.0,8.2,1
20.279999,414.8,415.0,8.4,1
20.299999,413.3,415.0,7.9,1
20.319999,414.0,415.0,8.1,1
20.339999,413.8,415.0,8.3,1
20.359999,416.4,415.0,8.1,1
20.379999,415.9,415.0,8.2,1
20.399999,415.3,415.0,8.0,1
20.419999,412.9,415.0,7.9,1
20.439999,415.3,415.0,8.2,1
20.459999,416.7,415.0,8.4,1
20.479999,414.7,415.0,8.0,1
20.499999,415.2,415.0,8.1,1
20.519999,415.3,415.0,8.2,1
20.539999,416.2,415.0,7.9,1
20.559999,414.1,415.0,8.3,1
20.579999,414.9,415.0,8.3,1
20.599999,418.2,415.0,8.2,1
20.619999,413.6,415.0,8.0,1
20.639999,414.6,415.0,7.9,1
20.659999,414.7,415.0,8.3,1
20.679999,413.7,415.0,8.5,1
20.699999,417.5,415.0,8.2,1
20.719999,414.8,415.0,8.1,1
20.739999,414.3,415.0,7.9,1
20.759999,411.7,415.0,8.2,1
20.779999,415.8,415.0,8.4,1
20.799999,416.0,415.0,8.0,1
20.819999,414.3,415.0,8.3,1
20.839999,415.7,415.0,8.0,1
20.859999,416.2,415.0,8.2,1
20.879999,413.7,415.0,8.0,1
20.899999,415.5,415.0,8.3,1
20.919999,412.9,415.0,8.1,1
20.939999,414.1,415.0,7.9,1
20.959999,415.6,415.0,8.2,1
20.979999,413.1,415.0,8.3,1
20.999999,414.6,415.0,8.1,1
21.019999,415.2,415.0,8.1,1
21.039999,416.9,415.0,8.1,1
21.059999,416.1,415.0,8.2,1
21.079999,414.6,415.0,8.0,1
21.099999,415.7,415.0,8.3,1
21.119999,415.9,415.0,8.1,1
21.139999,414.9,415.0,8.0,1
21.159999,417.0,415.0,7.9,1
21.179999,413.1,415.0,8.0,1
21.199999,413.7,415.0,8.4,1
21.219999,417.1,415.0,8.3,1
21.239999,414.7,415.0,7.9,1
21.259999,415.2,415.0,8.1,1
21.279999,415.2,415.0,8.2,1
21.299999,415.5,415.0,8.1,1
21.319999,415.3,415.0,8.1,1
21.339999,415.6,415.0,8.0,1
21.359999,416.7,415.0,8.2,1
21.379999,415.4,415.0,8.0,1
21.399999,415.0,415.0,8.2,1
21.419999,414.5,415.0,8.2,1
21.439999,416.3,415.0,8.0,1
21.459999,414.9,415.0,8.1,1
21.479999,414.1,415.0,8.0,1
21.499999,417.4,415.0,8.0,1
21.519999,415.3,415.0,8.1,1
21.539999,414.1,415.0,8.0,1
21.559999,414.3,415.0,8.2,1
21.579999,413.9,415.0,8.3,1
21.599999,412.8,415.0,8.0,1
21.619999,416.6,415.0,8.2,1
21.639999,415.3,415.0,7.6,1
21.659999,414.5,415.0,8.1,1
21.679999,413.7,415.0,8.3,1
21.699999,417.6,415.0,8.2,1
21.719999,414.0,415.0,8.1,1
21.739999,415.8,415.0,8.0,1
21.759999,415.0,415.0,8.0,1
21.779999,413.6,415.0,8.0,1
21.799999,415.4,415.0,8.2,1
21.819999,414.0,415.0,8.1,1
21.839999,414.5,415.0,8.0,1
21.859999,414.8,415.0,8.3,1
21.879999,414.5,415.0,8.0,1
21.899999,415.8,415.0,7.9,1
21.919999,414.0,415.0,8.3,1
21.939999,413.3,415.0,8.0,1
21.959999,414.9,415.0,8.4,1
21.979999,414.1,415.0,8.0,1
21.999999,414.8,415.0,8.0,1
22.019999,414.1,415.0,8.4,1
22.039999,414.6,415.0,8.2,1
22.059999,416.4,415.0,7.9,1
22.079999,414.9,415.0,8.0,1
22.099999,414.9,415.0,8.0,1
22.119999,414.5,415.0,8.2,1
22.139999,414.9,415.0,8.2,1
22.159999,416.0,415.0,8.1,1
22.179999,413.7,415.0,7.9,1
22.199999,416.4,415.0,8.3,1
22.219999,416.5,415.0,8.5,1
22.239999,415.3,415.0,7.8,1
22.259999,413.9,415.0,8.0,1
22.279999,412.1,415.0,8.1,1
22.299999,418.6,415.0,8.1,1
22.319999,416.7,415.0,7.9,1
22.339999,416.2,415.0,7.9,1
22.359999,413.6,415.0,8.2,1
22.379999,415.2,415.0,8.0,1
22.399999,415.1,415.0,8.0,1
22.419999,415.3,415.0,8.3,1
22.439999,414.6,415.0,7.8,1
22.459999,413.7,415.0,8.1,1
22.479999,413.9,415.0,8.0,1
22.499999,415.6,415.0,8.1,1
22.519999,415.6,415.0,8.2,1
22.539999,413.3,415.0,7.9,1
22.559999,414.7,415.0,8.2,1
22.579999,413.9,415.0,8.1,1
22.599999,417.0,415.0,8.0,1
22.619999,413.1,415.0,8.1,1
22.639999,417.0,415.0,8.2,1
22.659999,415.1,415.0,8.2,1
22.679999,415.4,415.0,7.7,1
22.699999,414.5,415.0,8.1,1
